wnid,name,image_pos,image_idx,corruption,family,severity,clean_brightness,corr_brightness,delta_brightness,abs_delta_brightness,clean_contrast,corr_contrast,delta_contrast,abs_delta_contrast,clean_hf_energy,corr_hf_energy,delta_hf_energy,abs_delta_hf_energy,clean_edge_strength,corr_edge_strength,delta_edge_strength,abs_delta_edge_strength,clean_edge_density,corr_edge_density,delta_edge_density,abs_delta_edge_density,clean_entropy,corr_entropy,delta_entropy,abs_delta_entropy,clean_saturation,corr_saturation,delta_saturation,abs_delta_saturation,clean_colorfulness,corr_colorfulness,delta_colorfulness,abs_delta_colorfulness
n02769748,backpack,0,1102,frost,weather,3,0.21467912197113037,0.5800991654396057,0.36542004346847534,0.36542004346847534,0.18384917080402374,0.1534571498632431,-0.03039202094078064,0.03039202094078064,0.02715207450091839,0.008648484013974667,-0.018503590486943722,0.018503590486943722,0.030811097472906113,0.04946403577923775,0.018652938306331635,0.018652938306331635,0.030811097472906113,0.04946403577923775,0.018652938306331635,0.018652938306331635,4.916569578068174,5.1316090715034495,0.21503949343527573,0.21503949343527573,0.2954906225204468,0.14471930265426636,-0.15077131986618042,0.15077131986618042,0.14253868162631989,0.10466903448104858,-0.0378696471452713,0.0378696471452713
n02769748,backpack,0,1102,frost,weather,4,0.21467912197113037,0.5007767677307129,0.2860976457595825,0.2860976457595825,0.18384917080402374,0.13937999308109283,-0.04446917772293091,0.04446917772293091,0.02715207450091839,0.004961298778653145,-0.022190775722265244,0.022190775722265244,0.030811097472906113,0.030001522973179817,-0.0008095744997262955,0.0008095744997262955,0.030811097472906113,0.030001522973179817,-0.0008095744997262955,0.0008095744997262955,4.916569578068174,4.840780383136985,-0.07578919493118885,0.07578919493118885,0.2954906225204468,0.41950899362564087,0.12401837110519409,0.12401837110519409,0.14253868162631989,0.18336936831474304,0.04083068668842316,0.04083068668842316
n02769748,backpack,0,1102,frost,weather,5,0.21467912197113037,0.6861444711685181,0.4714653491973877,0.4714653491973877,0.18384917080402374,0.12471247464418411,-0.05913669615983963,0.05913669615983963,0.02715207450091839,0.004068868700414896,-0.023083205800503492,0.023083205800503492,0.030811097472906113,0.03969397768378258,0.008882880210876465,0.008882880210876465,0.030811097472906113,0.03969397768378258,0.008882880210876465,0.008882880210876465,4.916569578068174,4.851611739129242,-0.06495783893893137,0.06495783893893137,0.2954906225204468,0.08016817271709442,-0.21532244980335236,0.21532244980335236,0.14253868162631989,0.08050088584423065,-0.06203779578208923,0.06203779578208923
n02769748,backpack,0,1102,fog,weather,1,0.21467912197113037,0.31142905354499817,0.0967499315738678,0.0967499315738678,0.18384917080402374,0.1268739253282547,-0.05697524547576904,0.05697524547576904,0.02715207450091839,0.0032795697916299105,-0.023872504709288478,0.023872504709288478,0.030811097472906113,0.013140177354216576,-0.017670920118689537,0.017670920118689537,0.030811097472906113,0.013140177354216576,-0.017670920118689537,0.017670920118689537,4.916569578068174,4.959337209694828,0.042767631626654534,0.042767631626654534,0.2954906225204468,0.09221971035003662,-0.20327091217041016,0.20327091217041016,0.14253868162631989,0.05705730617046356,-0.08548137545585632,0.08548137545585632
n02769748,backpack,0,1102,fog,weather,2,0.21467912197113037,0.488305926322937,0.27362680435180664,0.27362680435180664,0.18384917080402374,0.08449311554431915,-0.09935605525970459,0.09935605525970459,0.02715207450091839,0.001065842341631651,-0.026086232159286737,0.026086232159286737,0.030811097472906113,0.01075736153870821,-0.020053735934197903,0.020053735934197903,0.030811097472906113,0.01075736153870821,-0.020053735934197903,0.020053735934197903,4.916569578068174,4.339225879481417,-0.5773436985867564,0.5773436985867564,0.2954906225204468,0.055222637951374054,-0.24026798456907272,0.24026798456907272,0.14253868162631989,0.04755871742963791,-0.09497996419668198,0.09497996419668198
n02769748,backpack,0,1102,fog,weather,3,0.21467912197113037,0.3721734583377838,0.15749433636665344,0.15749433636665344,0.18384917080402374,0.12293277680873871,-0.060916393995285034,0.060916393995285034,0.02715207450091839,0.0011723608477041125,-0.025979713653214276,0.025979713653214276,0.030811097472906113,0.010082152672111988,-0.020728944800794125,0.020728944800794125,0.030811097472906113,0.010082152672111988,-0.020728944800794125,0.020728944800794125,4.916569578068174,4.955097465085889,0.03852788701771548,0.03852788701771548,0.2954906225204468,0.059867776930332184,-0.2356228455901146,0.2356228455901146,0.14253868162631989,0.040784601122140884,-0.101754080504179,0.101754080504179
n02769748,backpack,0,1102,fog,weather,4,0.21467912197113037,0.3881659507751465,0.1734868288040161,0.1734868288040161,0.18384917080402374,0.1148403212428093,-0.06900884956121445,0.06900884956121445,0.02715207450091839,0.0011857361532747746,-0.025966338347643614,0.025966338347643614,0.030811097472906113,0.011430971324443817,-0.019380126148462296,0.019380126148462296,0.030811097472906113,0.011430971324443817,-0.019380126148462296,0.019380126148462296,4.916569578068174,4.9031962495259585,-0.01337332854221529,0.01337332854221529,0.2954906225204468,0.0624118447303772,-0.23307877779006958,0.23307877779006958,0.14253868162631989,0.04079125449061394,-0.10174742713570595,0.10174742713570595
n02769748,backpack,0,1102,fog,weather,5,0.21467912197113037,0.3437139093875885,0.12903478741645813,0.12903478741645813,0.18384917080402374,0.1407189965248108,-0.04313017427921295,0.04313017427921295,0.02715207450091839,0.001628032885491848,-0.02552404161542654,0.02552404161542654,0.030811097472906113,0.01134744193404913,-0.019463655538856983,0.019463655538856983,0.030811097472906113,0.01134744193404913,-0.019463655538856983,0.019463655538856983,4.916569578068174,5.137155140455253,0.22058556238707894,0.22058556238707894,0.2954906225204468,0.06080370396375656,-0.23468691855669022,0.23468691855669022,0.14253868162631989,0.035687584429979324,-0.10685109719634056,0.10685109719634056
n02769748,backpack,0,1102,brightness,weather,1,0.21467912197113037,0.2967349588871002,0.08205583691596985,0.08205583691596985,0.18384917080402374,0.1853131800889969,0.0014640092849731445,0.0014640092849731445,0.02715207450091839,0.018815241754055023,-0.008336832746863365,0.008336832746863365,0.030811097472906113,0.03291914984583855,0.002108052372932434,0.002108052372932434,0.030811097472906113,0.03291914984583855,0.002108052372932434,0.002108052372932434,4.916569578068174,5.020650979854075,0.1040814017859013,0.1040814017859013,0.2954906225204468,0.2973267436027527,0.0018361210823059082,0.0018361210823059082,0.14253868162631989,0.16997401416301727,0.027435332536697388,0.027435332536697388
n02769748,backpack,0,1102,brightness,weather,2,0.21467912197113037,0.38017433881759644,0.16549521684646606,0.16549521684646606,0.18384917080402374,0.18477500975131989,0.0009258389472961426,0.0009258389472961426,0.02715207450091839,0.013605992309749126,-0.013546082191169262,0.013546082191169262,0.030811097472906113,0.03562915697693825,0.004818059504032135,0.004818059504032135,0.030811097472906113,0.03562915697693825,0.004818059504032135,0.004818059504032135,4.916569578068174,5.120514928098609,0.2039453500304349,0.2039453500304349,0.2954906225204468,0.30014535784721375,0.004654735326766968,0.004654735326766968,0.14253868162631989,0.19878657162189484,0.05624788999557495,0.05624788999557495
n02769748,backpack,0,1102,brightness,weather,3,0.21467912197113037,0.4606837332248688,0.2460046112537384,0.2460046112537384,0.18384917080402374,0.18060648441314697,-0.00324268639087677,0.00324268639087677,0.02715207450091839,0.010352306999266148,-0.01679976750165224,0.01679976750165224,0.030811097472906113,0.03830889239907265,0.007497794926166534,0.007497794926166534,0.030811097472906113,0.03830889239907265,0.007497794926166534,0.007497794926166534,4.916569578068174,5.193791795564669,0.27722221749649556,0.27722221749649556,0.2954906225204468,0.29656684398651123,0.0010762214660644531,0.0010762214660644531,0.14253868162631989,0.224872425198555,0.08233374357223511,0.08233374357223511
n02769748,backpack,0,1102,brightness,weather,4,0.21467912197113037,0.5396970510482788,0.32501792907714844,0.32501792907714844,0.18384917080402374,0.1734112650156021,-0.01043790578842163,0.01043790578842163,0.02715207450091839,0.008355398662388325,-0.018796675838530064,0.018796675838530064,0.030811097472906113,0.041157107800245285,0.010346010327339172,0.010346010327339172,0.030811097472906113,0.041157107800245285,0.010346010327339172,0.010346010327339172,4.916569578068174,5.222023006331853,0.3054534282636796,0.3054534282636796,0.2954906225204468,0.298613041639328,0.0031224191188812256,0.0031224191188812256,0.14253868162631989,0.2520798146724701,0.10954113304615021,0.10954113304615021
n02769748,backpack,0,1102,brightness,weather,5,0.21467912197113037,0.6141010522842407,0.39942193031311035,0.39942193031311035,0.18384917080402374,0.1628246009349823,-0.021024569869041443,0.021024569869041443,0.02715207450091839,0.00709764938801527,-0.020054425112903118,0.020054425112903118,0.030811097472906113,0.04348084703087807,0.012669749557971954,0.012669749557971954,0.030811097472906113,0.04348084703087807,0.012669749557971954,0.012669749557971954,4.916569578068174,5.220905008386336,0.30433543031816246,0.30433543031816246,0.2954906225204468,0.2970435321331024,0.0015529096126556396,0.0015529096126556396,0.14253868162631989,0.2751544415950775,0.13261575996875763,0.13261575996875763
n02769748,backpack,0,1102,contrast,digital,1,0.21467912197113037,0.21275560557842255,-0.0019235163927078247,0.0019235163927078247,0.18384917080402374,0.07353954017162323,-0.11030963063240051,0.11030963063240051,0.02715207450091839,0.006858055479824543,-0.020294019021093845,0.020294019021093845,0.030811097472906113,0.012358217500150204,-0.01845287997275591,0.01845287997275591,0.030811097472906113,0.012358217500150204,-0.01845287997275591,0.01845287997275591,4.916569578068174,3.6335982628553603,-1.2829713152128135,1.2829713152128135,0.2954906225204468,0.14460130035877228,-0.1508893221616745,0.1508893221616745,0.14253868162631989,0.06132890284061432,-0.08120977878570557,0.08120977878570557
n02769748,backpack,0,1102,contrast,digital,2,0.21467912197113037,0.21279361844062805,-0.0018855035305023193,0.0018855035305023193,0.18384917080402374,0.055151719599962234,-0.1286974512040615,0.1286974512040615,0.02715207450091839,0.0040505011565983295,-0.02310157334432006,0.02310157334432006,0.030811097472906113,0.009293158538639545,-0.021517938934266567,0.021517938934266567,0.030811097472906113,0.009293158538639545,-0.021517938934266567,0.021517938934266567,4.916569578068174,3.234109456582304,-1.6824601214858697,1.6824601214858697,0.2954906225204468,0.13772353529930115,-0.15776708722114563,0.15776708722114563,0.14253868162631989,0.0479281060397625,-0.09461057558655739,0.09461057558655739
n02769748,backpack,0,1102,contrast,digital,3,0.21467912197113037,0.21289195120334625,-0.0017871707677841187,0.0017871707677841187,0.18384917080402374,0.036777518689632416,-0.14707165211439133,0.14707165211439133,0.02715207450091839,0.0018702085362747312,-0.025281865964643657,0.025281865964643657,0.030811097472906113,0.0062400479800999165,-0.024571049492806196,0.024571049492806196,0.030811097472906113,0.0062400479800999165,-0.024571049492806196,0.024571049492806196,4.916569578068174,2.7346066377763223,-2.1819629402918514,2.1819629402918514,0.2954906225204468,0.1328374445438385,-0.16265317797660828,0.16265317797660828,0.14253868162631989,0.03457973524928093,-0.10795894637703896,0.10795894637703896
n02769748,backpack,0,1102,contrast,digital,4,0.21467912197113037,0.21261462569236755,-0.0020644962787628174,0.0020644962787628174,0.18384917080402374,0.018405867740511894,-0.16544330306351185,0.16544330306351185,0.02715207450091839,0.0004884744994342327,-0.026663600001484156,0.026663600001484156,0.030811097472906113,0.0031870196107774973,-0.027624077862128615,0.027624077862128615,0.030811097472906113,0.0031870196107774973,-0.027624077862128615,0.027624077862128615,4.916569578068174,2.010896544638637,-2.9056730334295366,2.9056730334295366,0.2954906225204468,0.12307150661945343,-0.17241911590099335,0.17241911590099335,0.14253868162631989,0.02101917378604412,-0.12151950784027576,0.12151950784027576
n02769748,backpack,0,1102,contrast,digital,5,0.21467912197113037,0.2126973569393158,-0.001981765031814575,0.001981765031814575,0.18384917080402374,0.009210160933434963,-0.17463900987058878,0.17463900987058878,0.02715207450091839,0.0001315649860771373,-0.02702050951484125,0.02702050951484125,0.030811097472906113,0.0016786546912044287,-0.029132442781701684,0.029132442781701684,0.030811097472906113,0.0016786546912044287,-0.029132442781701684,0.029132442781701684,4.916569578068174,0.9204688812710784,-3.9961006967970953,3.9961006967970953,0.2954906225204468,0.12054409086704254,-0.17494653165340424,0.17494653165340424,0.14253868162631989,0.014447841793298721,-0.12809083983302116,0.12809083983302116
n02769748,backpack,0,1102,elastic_transform,digital,1,0.21467912197113037,0.21413366496562958,-0.0005454570055007935,0.0005454570055007935,0.18384917080402374,0.18309509754180908,-0.0007540732622146606,0.0007540732622146606,0.02715207450091839,0.022203784435987473,-0.004948290064930916,0.004948290064930916,0.030811097472906113,0.027890238910913467,-0.0029208585619926453,0.0029208585619926453,0.030811097472906113,0.027890238910913467,-0.0029208585619926453,0.0029208585619926453,4.916569578068174,4.907948111648898,-0.008621466419275414,0.008621466419275414,0.2954906225204468,0.2834785580635071,-0.012012064456939697,0.012012064456939697,0.14253868162631989,0.14193600416183472,-0.0006026774644851685,0.0006026774644851685
n02769748,backpack,0,1102,elastic_transform,digital,2,0.21467912197113037,0.21098746359348297,-0.0036916583776474,0.0036916583776474,0.18384917080402374,0.18083740770816803,-0.003011763095855713,0.003011763095855713,0.02715207450091839,0.0241454616189003,-0.0030066128820180893,0.0030066128820180893,0.030811097472906113,0.02814004383981228,-0.002671053633093834,0.002671053633093834,0.030811097472906113,0.02814004383981228,-0.002671053633093834,0.002671053633093834,4.916569578068174,4.882909172159209,-0.033660405908964464,0.033660405908964464,0.2954906225204468,0.28391626477241516,-0.011574357748031616,0.011574357748031616,0.14253868162631989,0.13995453715324402,-0.0025841444730758667,0.0025841444730758667
n02769748,backpack,0,1102,elastic_transform,digital,3,0.21467912197113037,0.21386504173278809,-0.0008140802383422852,0.0008140802383422852,0.18384917080402374,0.18322743475437164,-0.0006217360496520996,0.0006217360496520996,0.02715207450091839,0.026266181841492653,-0.0008858926594257355,0.0008858926594257355,0.030811097472906113,0.029466578736901283,-0.0013445187360048294,0.0013445187360048294,0.030811097472906113,0.029466578736901283,-0.0013445187360048294,0.0013445187360048294,4.916569578068174,4.909738310654431,-0.0068312674137427365,0.0068312674137427365,0.2954906225204468,0.2840786576271057,-0.011411964893341064,0.011411964893341064,0.14253868162631989,0.1414189487695694,-0.0011197328567504883,0.0011197328567504883
n02769748,backpack,0,1102,elastic_transform,digital,4,0.21467912197113037,0.21355576813220978,-0.0011233538389205933,0.0011233538389205933,0.18384917080402374,0.18237708508968353,-0.00147208571434021,0.00147208571434021,0.02715207450091839,0.029948581010103226,0.0027965065091848373,0.0027965065091848373,0.030811097472906113,0.030560193583369255,-0.0002509038895368576,0.0002509038895368576,0.030811097472906113,0.030560193583369255,-0.0002509038895368576,0.0002509038895368576,4.916569578068174,4.89727099677561,-0.019298581292563455,0.019298581292563455,0.2954906225204468,0.28461185097694397,-0.010878771543502808,0.010878771543502808,0.14253868162631989,0.14189186692237854,-0.0006468147039413452,0.0006468147039413452
n02769748,backpack,0,1102,elastic_transform,digital,5,0.21467912197113037,0.21314889192581177,-0.0015302300453186035,0.0015302300453186035,0.18384917080402374,0.18145199120044708,-0.00239717960357666,0.00239717960357666,0.02715207450091839,0.03270414099097252,0.0055520664900541306,0.0055520664900541306,0.030811097472906113,0.03186438977718353,0.00105329230427742,0.00105329230427742,0.030811097472906113,0.03186438977718353,0.00105329230427742,0.00105329230427742,4.916569578068174,4.898750212549924,-0.017819365518249697,0.017819365518249697,0.2954906225204468,0.2835576832294464,-0.011932939291000366,0.011932939291000366,0.14253868162631989,0.14144037663936615,-0.0010983049869537354,0.0010983049869537354
n02769748,backpack,0,1102,pixelate,digital,1,0.21467912197113037,0.21625612676143646,0.0015770047903060913,0.0015770047903060913,0.18384917080402374,0.18163347244262695,-0.0022156983613967896,0.0022156983613967896,0.02715207450091839,0.022267445921897888,-0.0048846285790205,0.0048846285790205,0.030811097472906113,0.02680855058133602,-0.004002546891570091,0.004002546891570091,0.030811097472906113,0.02680855058133602,-0.004002546891570091,0.004002546891570091,4.916569578068174,4.896248135670129,-0.020321442398044454,0.020321442398044454,0.2954906225204468,0.2741536796092987,-0.02133694291114807,0.02133694291114807,0.14253868162631989,0.1399984210729599,-0.0025402605533599854,0.0025402605533599854
n02769748,backpack,0,1102,pixelate,digital,2,0.21467912197113037,0.2166445553302765,0.001965433359146118,0.001965433359146118,0.18384917080402374,0.1808902621269226,-0.0029589086771011353,0.0029589086771011353,0.02715207450091839,0.02072557993233204,-0.0064264945685863495,0.0064264945685863495,0.030811097472906113,0.026125134900212288,-0.004685962572693825,0.004685962572693825,0.030811097472906113,0.026125134900212288,-0.004685962572693825,0.004685962572693825,4.916569578068174,4.890885372803921,-0.025684205264252746,0.025684205264252746,0.2954906225204468,0.269573450088501,-0.0259171724319458,0.0259171724319458,0.14253868162631989,0.13935458660125732,-0.003184095025062561,0.003184095025062561
n02769748,backpack,0,1102,pixelate,digital,3,0.21467912197113037,0.21541354060173035,0.0007344186305999756,0.0007344186305999756,0.18384917080402374,0.17934109270572662,-0.004508078098297119,0.004508078098297119,0.02715207450091839,0.01978747546672821,-0.007364599034190178,0.007364599034190178,0.030811097472906113,0.023846708238124847,-0.006964389234781265,0.006964389234781265,0.030811097472906113,0.023846708238124847,-0.006964389234781265,0.006964389234781265,4.916569578068174,4.876158234443866,-0.04041134362430743,0.04041134362430743,0.2954906225204468,0.26604485511779785,-0.029445767402648926,0.029445767402648926,0.14253868162631989,0.13799597322940826,-0.004542708396911621,0.004542708396911621
n02769748,backpack,0,1102,pixelate,digital,4,0.21467912197113037,0.21508514881134033,0.00040602684020996094,0.00040602684020996094,0.18384917080402374,0.17723621428012848,-0.006612956523895264,0.006612956523895264,0.02715207450091839,0.019328316673636436,-0.007823757827281952,0.007823757827281952,0.030811097472906113,0.021055079996585846,-0.009756017476320267,0.009756017476320267,0.030811097472906113,0.021055079996585846,-0.009756017476320267,0.009756017476320267,4.916569578068174,4.862615106652389,-0.05395447141578469,0.05395447141578469,0.2954906225204468,0.2606387138366699,-0.034851908683776855,0.034851908683776855,0.14253868162631989,0.13597865402698517,-0.006560027599334717,0.006560027599334717
n02769748,backpack,0,1102,pixelate,digital,5,0.21467912197113037,0.21567530930042267,0.0009961873292922974,0.0009961873292922974,0.18384917080402374,0.17568764090538025,-0.008161529898643494,0.008161529898643494,0.02715207450091839,0.01924937590956688,-0.007902698591351509,0.007902698591351509,0.030811097472906113,0.01936202682554722,-0.011449070647358894,0.011449070647358894,0.030811097472906113,0.01936202682554722,-0.011449070647358894,0.011449070647358894,4.916569578068174,4.84470038672745,-0.07186919134072411,0.07186919134072411,0.2954906225204468,0.25705283880233765,-0.03843778371810913,0.03843778371810913,0.14253868162631989,0.13481611013412476,-0.007722571492195129,0.007722571492195129
n02769748,backpack,0,1102,jpeg_compression,digital,1,0.21467912197113037,0.2150702327489853,0.00039111077785491943,0.00039111077785491943,0.18384917080402374,0.18275614082813263,-0.0010930299758911133,0.0010930299758911133,0.02715207450091839,0.024849627166986465,-0.002302447333931923,0.002302447333931923,0.030811097472906113,0.02999451756477356,-0.0008165799081325531,0.0008165799081325531,0.030811097472906113,0.02999451756477356,-0.0008165799081325531,0.0008165799081325531,4.916569578068174,4.922156157811329,0.005586579743154907,0.005586579743154907,0.2954906225204468,0.24764227867126465,-0.04784834384918213,0.04784834384918213,0.14253868162631989,0.13394123315811157,-0.008597448468208313,0.008597448468208313
n02769748,backpack,0,1102,jpeg_compression,digital,2,0.21467912197113037,0.21477678418159485,9.766221046447754e-05,9.766221046447754e-05,0.18384917080402374,0.1830393671989441,-0.0008098036050796509,0.0008098036050796509,0.02715207450091839,0.024635137990117073,-0.0025169365108013153,0.0025169365108013153,0.030811097472906113,0.029660917818546295,-0.0011501796543598175,0.0011501796543598175,0.030811097472906113,0.029660917818546295,-0.0011501796543598175,0.0011501796543598175,4.916569578068174,4.925200577872511,0.008630999804337236,0.008630999804337236,0.2954906225204468,0.20736108720302582,-0.08812953531742096,0.08812953531742096,0.14253868162631989,0.13356970250606537,-0.008968979120254517,0.008968979120254517
n02769748,backpack,0,1102,jpeg_compression,digital,3,0.21467912197113037,0.2149437814950943,0.0002646595239639282,0.0002646595239639282,0.18384917080402374,0.182790607213974,-0.0010585635900497437,0.0010585635900497437,0.02715207450091839,0.023988306522369385,-0.0031637679785490036,0.0031637679785490036,0.030811097472906113,0.029363570734858513,-0.0014475267380475998,0.0014475267380475998,0.030811097472906113,0.029363570734858513,-0.0014475267380475998,0.0014475267380475998,4.916569578068174,4.90750317141819,-0.009066406649983705,0.009066406649983705,0.2954906225204468,0.1842597872018814,-0.11123083531856537,0.11123083531856537,0.14253868162631989,0.1318461000919342,-0.010692581534385681,0.010692581534385681
n02769748,backpack,0,1102,jpeg_compression,digital,4,0.21467912197113037,0.21426260471343994,-0.0004165172576904297,0.0004165172576904297,0.18384917080402374,0.18209698796272278,-0.0017521828413009644,0.0017521828413009644,0.02715207450091839,0.023083152249455452,-0.004068922251462936,0.004068922251462936,0.030811097472906113,0.028111213818192482,-0.0026998836547136307,0.0026998836547136307,0.030811097472906113,0.028111213818192482,-0.0026998836547136307,0.0026998836547136307,4.916569578068174,4.766393063344747,-0.15017651472342664,0.15017651472342664,0.2954906225204468,0.17827226221561432,-0.11721836030483246,0.11721836030483246,0.14253868162631989,0.131613627076149,-0.010925054550170898,0.010925054550170898
n02769748,backpack,0,1102,jpeg_compression,digital,5,0.21467912197113037,0.2137983739376068,-0.0008807480335235596,0.0008807480335235596,0.18384917080402374,0.1840764582157135,0.0002272874116897583,0.0002272874116897583,0.02715207450091839,0.022577499970793724,-0.004574574530124664,0.004574574530124664,0.030811097472906113,0.02718852460384369,-0.0036225728690624237,0.0036225728690624237,0.030811097472906113,0.02718852460384369,-0.0036225728690624237,0.0036225728690624237,4.916569578068174,4.4836937100277705,-0.43287586804040323,0.43287586804040323,0.2954906225204468,0.15903683006763458,-0.1364537924528122,0.1364537924528122,0.14253868162631989,0.13705772161483765,-0.005480960011482239,0.005480960011482239
n07614500,ice_cream,0,184,gaussian_noise,noise,1,0.3724963963031769,0.3771088719367981,0.004612475633621216,0.004612475633621216,0.30182477831840515,0.29702094197273254,-0.004803836345672607,0.004803836345672607,0.025447992607951164,0.034198325127363205,0.00875033251941204,0.00875033251941204,0.061977263540029526,0.08048979938030243,0.018512535840272903,0.018512535840272903,0.061977263540029526,0.08048979938030243,0.018512535840272903,0.018512535840272903,5.5735063272692535,5.7472741380881525,0.17376781081889892,0.17376781081889892,0.3692229986190796,0.5114304423332214,0.14220744371414185,0.14220744371414185,0.15731585025787354,0.20885500311851501,0.05153915286064148,0.05153915286064148
n07614500,ice_cream,0,184,gaussian_noise,noise,2,0.3724963963031769,0.38158148527145386,0.009085088968276978,0.009085088968276978,0.30182477831840515,0.29499346017837524,-0.006831318140029907,0.006831318140029907,0.025447992607951164,0.04398954659700394,0.018541553989052773,0.018541553989052773,0.061977263540029526,0.09373299032449722,0.0317557267844677,0.0317557267844677,0.061977263540029526,0.09373299032449722,0.0317557267844677,0.0317557267844677,5.5735063272692535,5.798107457119332,0.22460112985007807,0.22460112985007807,0.3692229986190796,0.5574615001678467,0.1882385015487671,0.1882385015487671,0.15731585025787354,0.2550176680088043,0.09770181775093079,0.09770181775093079
n07614500,ice_cream,0,184,gaussian_noise,noise,3,0.3724963963031769,0.3878902494907379,0.015393853187561035,0.015393853187561035,0.30182477831840515,0.29140084981918335,-0.010423928499221802,0.010423928499221802,0.025447992607951164,0.06200774759054184,0.036559754982590675,0.036559754982590675,0.061977263540029526,0.11230935901403427,0.050332095474004745,0.050332095474004745,0.061977263540029526,0.11230935901403427,0.050332095474004745,0.050332095474004745,5.5735063272692535,5.844856768121785,0.27135044085253135,0.27135044085253135,0.3692229986190796,0.6134622693061829,0.24423927068710327,0.24423927068710327,0.15731585025787354,0.3276795744895935,0.17036372423171997,0.17036372423171997
n07614500,ice_cream,0,184,gaussian_noise,noise,4,0.3724963963031769,0.39556246995925903,0.023066073656082153,0.023066073656082153,0.30182477831840515,0.2882530093193054,-0.013571768999099731,0.013571768999099731,0.025447992607951164,0.09256834536790848,0.06712035275995731,0.06712035275995731,0.061977263540029526,0.13808280229568481,0.07610553875565529,0.07610553875565529,0.061977263540029526,0.13808280229568481,0.07610553875565529,0.07610553875565529,5.5735063272692535,5.8777221655301535,0.30421583826089993,0.30421583826089993,0.3692229986190796,0.6742264032363892,0.30500340461730957,0.30500340461730957,0.15731585025787354,0.4208388328552246,0.2635229825973511,0.2635229825973511
n07614500,ice_cream,0,184,gaussian_noise,noise,5,0.3724963963031769,0.40872371196746826,0.03622731566429138,0.03622731566429138,0.30182477831840515,0.28626853227615356,-0.015556246042251587,0.015556246042251587,0.025447992607951164,0.14004069566726685,0.11459270305931568,0.11459270305931568,0.061977263540029526,0.17267024517059326,0.11069298163056374,0.11069298163056374,0.061977263540029526,0.17267024517059326,0.11069298163056374,0.11069298163056374,5.5735063272692535,5.906906286501213,0.33339995923195964,0.33339995923195964,0.3692229986190796,0.7335118651390076,0.364288866519928,0.364288866519928,0.15731585025787354,0.5372315645217896,0.379915714263916,0.379915714263916
n07614500,ice_cream,0,184,shot_noise,noise,1,0.3724963963031769,0.3693500757217407,-0.0031463205814361572,0.0031463205814361572,0.30182477831840515,0.30321526527404785,0.0013904869556427002,0.0013904869556427002,0.025447992607951164,0.03568873926997185,0.010240746662020683,0.010240746662020683,0.061977263540029526,0.07843393087387085,0.016456667333841324,0.016456667333841324,0.061977263540029526,0.07843393087387085,0.016456667333841324,0.016456667333841324,5.5735063272692535,5.603881050793503,0.030374723524249525,0.030374723524249525,0.3692229986190796,0.4302268922328949,0.06100389361381531,0.06100389361381531,0.15731585025787354,0.21409092843532562,0.05677507817745209,0.05677507817745209
n07614500,ice_cream,0,184,shot_noise,noise,2,0.3724963963031769,0.3672081232070923,-0.005288273096084595,0.005288273096084595,0.30182477831840515,0.3044852912425995,0.002660512924194336,0.002660512924194336,0.025447992607951164,0.04739191755652428,0.021943924948573112,0.021943924948573112,0.061977263540029526,0.09111901372671127,0.029141750186681747,0.029141750186681747,0.061977263540029526,0.09111901372671127,0.029141750186681747,0.029141750186681747,5.5735063272692535,5.609096276909311,0.03558994964005713,0.03558994964005713,0.3692229986190796,0.46644914150238037,0.09722614288330078,0.09722614288330078,0.15731585025787354,0.26749032735824585,0.11017447710037231,0.11017447710037231
n07614500,ice_cream,0,184,shot_noise,noise,3,0.3724963963031769,0.36148935556411743,-0.011007040739059448,0.011007040739059448,0.30182477831840515,0.3050936162471771,0.0032688379287719727,0.0032688379287719727,0.025447992607951164,0.06791689246892929,0.042468899860978127,0.042468899860978127,0.061977263540029526,0.10748881101608276,0.04551154747605324,0.04551154747605324,0.061977263540029526,0.10748881101608276,0.04551154747605324,0.04551154747605324,5.5735063272692535,5.562729789481038,-0.010776537788215634,0.010776537788215634,0.3692229986190796,0.5102033615112305,0.14098036289215088,0.14098036289215088,0.15731585025787354,0.33598777651786804,0.1786719262599945,0.1786719262599945
n07614500,ice_cream,0,184,shot_noise,noise,4,0.3724963963031769,0.34798797965049744,-0.024508416652679443,0.024508416652679443,0.30182477831840515,0.30813053250312805,0.0063057541847229,0.0063057541847229,0.025447992607951164,0.11707781255245209,0.09162981994450092,0.09162981994450092,0.061977263540029526,0.13623519241809845,0.07425792887806892,0.07425792887806892,0.061977263540029526,0.13623519241809845,0.07425792887806892,0.07425792887806892,5.5735063272692535,5.308750304404599,-0.2647560228646544,0.2647560228646544,0.3692229986190796,0.552882969379425,0.18365997076034546,0.18365997076034546,0.15731585025787354,0.4482033848762512,0.2908875346183777,0.2908875346183777
