wnid,n_img,brightness,contrast,colorfulness,saturation,hf_ratio,edge_strength,entropy
n02097658,25,0.42966086745262144,0.22494853407144547,0.14580004841089247,0.35503630340099335,0.013140215016901493,0.04102790154516697,7.405506711038723
n02098105,25,0.4324860334396362,0.20394006311893464,0.14552003711462022,0.36645242184400556,0.011737658861093223,0.038611739352345464,7.444466625600033
n02098286,25,0.38869702160358427,0.21679094374179841,0.10243478536605835,0.30821169063448906,0.011112751639448106,0.03352610811591148,7.296159853940708
n02098413,25,0.4777679145336151,0.2007586717605591,0.11328258641064166,0.25756066888570783,0.007612415445037186,0.032900105640292165,7.32587379615718
n02099267,25,0.4478916919231415,0.24997495770454406,0.14037808686494826,0.24992964416742325,0.012233781777322292,0.040420094579458235,7.469809843276059
n02099429,25,0.4595868974924088,0.24635018587112426,0.13467347413301467,0.25469313353300094,0.012632556837052106,0.04325609758496284,7.360137139847777
n02099601,25,0.446841733455658,0.20988348722457886,0.19458480551838875,0.3790032336115837,0.011076433747075499,0.03785390362143517,7.511656913186288
n02099712,25,0.4388743823766708,0.2191412180662155,0.1358081478998065,0.26604460895061494,0.009093512082472444,0.031536075994372366,7.227720862855916
n02099849,25,0.4882248270511627,0.21124506801366805,0.14972153812646866,0.32088237583637236,0.012075007362291217,0.041470513939857484,7.258433146092546
n02100236,25,0.4696947276592255,0.21150919884443284,0.14992811307311057,0.3112959557771683,0.01523805908858776,0.049292640015482905,7.41825222885895
n02100583,25,0.44745365262031556,0.1980676007270813,0.18945716381072997,0.4332646882534027,0.011988387145102024,0.038686408028006554,7.274752496476853
n02100735,25,0.43687727212905886,0.19949798345565795,0.13315601766109467,0.2723017637431622,0.013136640479788185,0.04213779091835022,7.390535249704492
n02100877,25,0.42790853619575503,0.21361915856599809,0.18142000705003739,0.417865269780159,0.010833588046953082,0.03741461679339409,7.426474390548434
n02101006,25,0.41159107923507693,0.24662878453731538,0.13625272139906883,0.2725095760822296,0.015009383782744407,0.04117026187479496,7.428651827201347
n02101388,25,0.44527158737182615,0.22937512159347534,0.14191014006733893,0.299971764087677,0.010870467908680438,0.03941346302628517,7.470966869906826
n02101556,25,0.48092044949531554,0.2342547869682312,0.12542361572384833,0.27749647706747055,0.008034501411020755,0.03744999967515469,7.5941232903130125
n02102040,25,0.42597710967063906,0.2395077520608902,0.1324191616475582,0.27096599370241164,0.013318594321608543,0.04113127708435058,7.447234372721237
n02102177,25,0.4718051326274872,0.21911419063806534,0.14695002913475036,0.3450558888912201,0.011009767637588083,0.04432199843227863,7.475843015360494
n02102318,25,0.42789960622787476,0.2132473599910736,0.1708475136756897,0.36746144890785215,0.011865401146933437,0.037222447916865346,7.39078542184326
n02102480,25,0.4106028246879578,0.2212245434522629,0.13692330628633498,0.33405100405216215,0.013100765775889159,0.03783679828047752,7.241694119246488
n02102973,25,0.433816237449646,0.239047050178051,0.1497106932103634,0.29356551706790923,0.013019304852932692,0.044145228639245034,7.407089980441332
n02104029,25,0.5089095306396484,0.21173108756542205,0.0936911179125309,0.1905033376812935,0.007717443061992526,0.032193677052855495,7.261291546373244
n02104365,25,0.42097476482391355,0.25698783695697786,0.10596877753734589,0.180344417989254,0.010029372954741121,0.03480613425374031,7.321971225861796
n02105056,25,0.36733616709709166,0.25450480163097383,0.11402099244296551,0.23181287527084352,0.015469070598483086,0.0352043941244483,7.181574050684407
n02105162,25,0.45354957818984987,0.2053594720363617,0.15310729056596756,0.31118789315223694,0.011049083732068539,0.03967071294784546,7.370775299467053
n02105251,25,0.44778215408325195,0.20954137593507766,0.13558630436658858,0.2910032983124256,0.011407588236033916,0.038749650046229364,7.272190716200927
n02105412,25,0.4159611260890961,0.23596368491649627,0.12919937059283257,0.31061351716518404,0.01268835018388927,0.0404036732763052,7.4023261322536005
n02105505,25,0.4744879639148712,0.22255685985088347,0.11779753446578979,0.26023779034614564,0.012369625503197312,0.04263831954449415,7.481869201423699
n02105641,25,0.4639942443370819,0.2344121640920639,0.11520917870104314,0.2517175540328026,0.007834219569340349,0.03307560689747333,7.457547140004315
n02105855,25,0.42891290664672854,0.21323607444763185,0.13173703506588935,0.28088240683078763,0.011432033106684685,0.035586480833590034,7.349935644239821
n02106030,25,0.4356904089450836,0.22544356018304826,0.11916574373841286,0.2631414633989334,0.009777753883972763,0.03831749983131885,7.464420302140948
n02106166,25,0.3963030284643173,0.2570598834753037,0.10796789430081845,0.23716522101312876,0.013518161503598095,0.041696224361658096,7.523135644655223
n02106382,25,0.4350412142276764,0.24753737390041353,0.12255598023533822,0.20973616153001784,0.015381572376936674,0.04355003349483013,7.476095355331531
n02106550,25,0.43355676770210266,0.25666221797466277,0.15212382584810258,0.2858936679363251,0.01286910755559802,0.039047808051109315,7.368369411898252
n02106662,25,0.4691478657722473,0.23255692899227143,0.15962663173675537,0.2831019887328148,0.010920716039836407,0.042571656927466395,7.401205592544029
n02107142,25,0.4573223561048508,0.220751793384552,0.14543277338147165,0.30306771248579023,0.012077013067901134,0.04082299560308456,7.400287078495437
n02107312,25,0.40763827502727507,0.21674314349889756,0.16671611428260802,0.3073540750145912,0.015195105373859406,0.04127325028181076,7.27734744221247
n02107574,25,0.42098371028900144,0.24014009594917296,0.1263447180390358,0.2521935042738914,0.011074523720890284,0.03758480377495289,7.313018118003268
n02107683,25,0.4153958982229233,0.26021348774433134,0.11024695977568627,0.21456810265779494,0.01105229813605547,0.038492185920476915,7.370555274641334
n02107908,25,0.4153976011276245,0.2369822233915329,0.13769976243376733,0.2623765355348587,0.0163593137729913,0.044548877477645875,7.3772350897585435
n02108000,25,0.44429694533348085,0.25947792232036593,0.1362663161754608,0.2613702893257141,0.010701527930796146,0.04200396500527859,7.399702756577283
n02108089,25,0.4367552852630615,0.2067447555065155,0.14411940217018127,0.3171561658382416,0.014361657351255417,0.04449176095426083,7.403546015873974
n02108422,25,0.44241512060165405,0.229191814661026,0.13684475928544998,0.2917408835887909,0.010930224414914846,0.040452216565608975,7.495455614253549
n02108551,25,0.3668953377008438,0.2657716476917267,0.11559897243976593,0.21229651272296907,0.0137241723947227,0.03937024660408497,7.450574510170356
n02108915,25,0.41896105945110323,0.23663272500038146,0.12596052411943673,0.26550837337970734,0.00981268755160272,0.031537134982645515,7.3216985076190655
n02109047,25,0.45864973187446595,0.2264324814081192,0.12753838241100313,0.27242024928331376,0.01475208591669798,0.042551553323864934,7.412688480323681
n02109525,25,0.4719273591041565,0.23886604249477386,0.13936511516571046,0.2821110010147095,0.010070846844464541,0.03775445327162743,7.520631999402701
n02109961,25,0.49049920797348023,0.23623416543006898,0.08921130061149597,0.18324771523475647,0.008053455920889973,0.03565708190202713,7.452211292164712
n02110063,25,0.44202318906784055,0.22175083696842193,0.09913706198334694,0.236542512178421,0.012254821211099625,0.042142684087157246,7.465065921577633
n02110185,25,0.45251319646835325,0.2315300464630127,0.10055832108482718,0.22822234859690071,0.011890901252627373,0.039574667736887933,7.433204548112133
n02110341,25,0.43510032296180723,0.24128032326698304,0.15443003848195075,0.28030039846897126,0.017574187628924848,0.04573035255074501,7.462098191082846
n02110627,25,0.37146547973155974,0.24954477906227113,0.12175318993628025,0.2505636703968048,0.013082855707034468,0.03608526643365621,7.340941073586664
n02110806,25,0.43065312027931213,0.20714417427778245,0.19151382207870482,0.38299137383699416,0.012756618028506637,0.0396857088804245,7.240331335341765
n02110958,25,0.43983102321624756,0.22624996840953826,0.1491062143445015,0.2945818102359772,0.013581270584836602,0.04217147529125213,7.512122963719662
n02111129,25,0.4270540952682495,0.20281875789165496,0.19886297434568406,0.37368803381919863,0.012059788331389426,0.04046394750475883,7.53725908967525
n02111277,25,0.3968107807636261,0.2632229843735695,0.10226325325667858,0.21510021609254182,0.014263098775409162,0.038303500935435296,7.294554864080476
n02111500,25,0.4694071102142334,0.2188941377401352,0.1002885416150093,0.23560499757528305,0.008134009493514895,0.033779131323099135,7.433311823115173
n02111889,25,0.5212347829341888,0.21592082023620607,0.10641533106565476,0.22271550074219704,0.005321782506071031,0.026105203665792942,7.237040551211835
n02112018,25,0.4831497895717621,0.19846460044384004,0.14826589256525038,0.34071024775505065,0.007247487758286297,0.03188320949673653,7.351870697451254
n02112137,25,0.46920966506004336,0.1899978545308113,0.17775577515363694,0.36091104745864866,0.00957214282359928,0.036324621215462684,7.333597348728449
n02112350,25,0.4691971266269684,0.2181600373983383,0.09863240137696266,0.17176250904798507,0.008663697431329638,0.03610170729458332,7.442301823825784
n02112706,25,0.4428974610567093,0.24187167704105378,0.17113130636513232,0.3557258279621601,0.01038480977062136,0.03427658684551716,7.368681100883514
n02113023,25,0.4654930281639099,0.2047475054860115,0.13267490774393081,0.26000154703855516,0.00842073852661997,0.03262610401958227,7.191666849388221
n02113186,25,0.4799656283855438,0.2373984357714653,0.14011351451277732,0.28117893397808075,0.013421153984963893,0.04646232590079308,7.446224745524976
n02113624,25,0.4512786835432053,0.20960088640451432,0.13944043472409248,0.3456442025303841,0.008434010655619203,0.031933295726776126,7.312697949915865
n02113712,25,0.4660934019088745,0.2287898963689804,0.10748138934373856,0.23684524476528168,0.008179407715797424,0.032288013994693755,7.4114587235240705
n02113799,25,0.45773261845111846,0.21528899639844895,0.14409986078739168,0.3000232711434364,0.01272127015516162,0.04101043060421944,7.442074164347719
n02113978,25,0.42659846305847166,0.21832959800958635,0.1608932615816593,0.29576606810092926,0.010916798170655965,0.03609031528234482,7.432854055110571
n02114367,25,0.4363979995250702,0.21571180403232573,0.10844999358057976,0.2748716205358505,0.01489406393840909,0.042097444161772725,7.355915285225662
n02114548,25,0.44567784368991853,0.19680046617984773,0.09024250566959381,0.20429014205932616,0.010913825812749564,0.03777596294879913,7.299086072374804
n02114712,25,0.4865210819244385,0.1743124857544899,0.14958961740136145,0.3317770466208458,0.00946200261823833,0.040086390376091005,7.273617105862733
n02114855,25,0.5048099195957184,0.17433379650115965,0.12260188341140747,0.2889101293683052,0.012595960974576883,0.04517141703516245,7.1693463799032795
n02115641,25,0.44329928934574125,0.18201637476682664,0.14470382153987885,0.3440766781568527,0.012731588510796428,0.04123007543385029,7.303270720457193
n02115913,25,0.4450328117609024,0.18124230295419694,0.16780725210905076,0.39315745413303377,0.01452305806800723,0.04670176163315773,7.233286221437828
n02116738,25,0.4352934849262238,0.2077234998345375,0.12324160382151604,0.27711163699626923,0.0177316886279732,0.053452743664383885,7.553087209775889
n02117135,25,0.4927555477619171,0.16033273279666901,0.11576466977596284,0.271730475127697,0.010604240214452148,0.04529881745576859,7.07451283192792
n02119022,25,0.4380106467008591,0.1825534772872925,0.15108359798789026,0.32795368939638136,0.011003672024235129,0.03785445787012577,7.16160036217886
n02119789,25,0.4768942892551422,0.19158489346504212,0.1584374076128006,0.3581014597415924,0.016143098874017596,0.051359538957476615,7.359257816782053
n02120079,25,0.4997784662246704,0.20527306586503982,0.07610255584120751,0.17302959769964218,0.00665215780492872,0.03004776980727911,7.268931063090732
n02120505,25,0.439166231751442,0.19156685084104538,0.12757839977741242,0.26678568243980405,0.012057344242930413,0.041903539523482324,7.1107285254924975
n02123045,25,0.4653250831365585,0.22878010243177413,0.1081315672211349,0.2529656941536814,0.012925927145406604,0.04093681864440441,7.419137146587043
n02123159,25,0.4467300665378571,0.21155396461486817,0.13980633698403835,0.2767855842411518,0.0157514129858464,0.04512852616608143,7.470855390840512
n02123394,25,0.5268033236265183,0.20387933015823365,0.12502127312123776,0.2578349171578884,0.004426955602830276,0.02465475846081972,7.228758149388656
n02123597,25,0.4976037430763245,0.23467951238155366,0.10180516704916955,0.21763192266225814,0.007584078842774034,0.03351144198328257,7.392271786848299
n02124075,25,0.413538156747818,0.2304267606139183,0.1524993908405304,0.32929695904254913,0.013358193039894104,0.03800834827125073,7.363854844999116
n02125311,25,0.4403172221779823,0.18883196026086807,0.10817276626825333,0.2744047287106514,0.01338665084913373,0.044692003205418586,7.358458394297157
n02127052,25,0.4354643207788467,0.19547298103570937,0.12140045106410981,0.31046352922916415,0.013232095371931792,0.04372387133538723,7.3758135544262835
n02128385,25,0.4252295470237732,0.2146431562304497,0.1363101024925709,0.33129995346069335,0.02992292558774352,0.064971277192235,7.373471732342921
n02128757,25,0.5050192940235138,0.20767126977443695,0.07524102285504342,0.16404812321066856,0.01560007949359715,0.052708448022603986,7.508858642953512
n02128925,25,0.41626218318939207,0.21354846119880677,0.13838705331087112,0.3351787480711937,0.03311883946880698,0.06862601839005947,7.529288388675927
n02129165,25,0.4331099355220795,0.19961089879274369,0.16184960812330246,0.44041250228881834,0.0107165596075356,0.03830182291567326,7.363464043402769
n02129604,25,0.44733741641044616,0.2190181630849838,0.17819435834884645,0.408856703042984,0.02125128760933876,0.06011563703417778,7.546326042790784
n02130308,25,0.5058846962451935,0.18932005554437636,0.1313864803314209,0.3255531296133995,0.020944483987987043,0.06370990797877311,7.372319290401406
n02132136,25,0.4388509464263916,0.2166932874917984,0.15190691202878953,0.33774929523468017,0.014727553138509392,0.04606653995811939,7.470986100588987
n02133161,25,0.3858002364635468,0.22316303431987763,0.12134049773216248,0.26773015439510345,0.01891306696459651,0.04617367312312126,7.363171244512833
n02134084,25,0.576164036989212,0.18177147656679155,0.1269044505059719,0.23286801993846892,0.0051985234173480424,0.0264516543969512,7.078407275514395
n02134418,25,0.33141808331012723,0.23647727370262145,0.10269595354795456,0.26429801285266874,0.01447111030574888,0.03552698753774166,7.23763078053366
n02137549,25,0.4556670546531677,0.17218200743198395,0.14798833385109902,0.35432238936424254,0.015743869971483946,0.04823791746050119,7.241439151426456
n02138441,25,0.46569535553455355,0.21698774576187133,0.10753527715802193,0.2633069775253534,0.011887240470387042,0.038223317638039586,7.2719117718914115
n02165105,25,0.4909847176074982,0.18953770518302918,0.15905940622091294,0.35630123406648634,0.018292120788246394,0.05229927912354469,7.2518675853915555
n02165456,25,0.4852811396121979,0.20320006221532821,0.24183887749910354,0.4760421323776245,0.010654141246341169,0.03692172396928072,7.172881853810271
n02167151,25,0.5293750542402268,0.23406219601631165,0.12225264705717563,0.2842787670344114,0.013481517424806952,0.04195766493678093,7.100521461480494
n02168699,25,0.5199491679668427,0.1908355885744095,0.18194799229502678,0.38155062541365625,0.010212756656110288,0.03629008449614048,7.04878999302891
n02169497,25,0.4463354080915451,0.16778651237487793,0.22015248745679855,0.5344826155900955,0.011144787999801337,0.0318100930377841,7.018682028087299
n02172182,25,0.4632309079170227,0.19458898454904555,0.12701579317450523,0.31133495181798937,0.014690490374341607,0.04874173887073994,7.363159123984822
n02174001,25,0.47339886069297793,0.25275386452674864,0.1472380617260933,0.300248447060585,0.015104685546830296,0.04250674206763506,7.334496597928569
n02177972,25,0.4476937609910965,0.2176426348090172,0.18116789013147355,0.4726135118305683,0.015202446052571759,0.03151490539312363,6.588032263491083
n02190166,25,0.4897643995285034,0.20106454461812973,0.20042622610926628,0.37675261706113816,0.010299438443034888,0.034780790582299236,7.229060633925675
n02206856,25,0.5017361009120941,0.2130502861738205,0.2620150899887085,0.48292913287878036,0.013155774604529142,0.04162854745984077,7.43638380119021
n02219486,25,0.4778238081932068,0.2153542909026146,0.16765104830265046,0.3540435414016247,0.010275496072135865,0.03484849527478218,7.121600224481021
n02226429,25,0.47304502725601194,0.213243308365345,0.16613146409392357,0.34388498932123185,0.015133911315351724,0.04232732512056828,7.202612940573117
n02229544,25,0.5087406170368195,0.21017069578170777,0.13302473187446595,0.28257095456123354,0.010335487267002463,0.03781791727989912,7.237477189373809
n02231487,25,0.43096046924591064,0.1564020350575447,0.12276641473174095,0.28384644627571104,0.013095747386105359,0.03275051426142454,6.741548276140259
n02233338,25,0.5624871999025345,0.18517307937145233,0.1588159390538931,0.33188451930880547,0.008413732831832022,0.03533537970855832,6.739659410478776
n02236044,25,0.4286680269241333,0.1794981586933136,0.21480961114168168,0.4994864052534103,0.008940728101879358,0.02758745428174734,6.847672007766903
n02256656,25,0.46704857885837553,0.21558664321899415,0.1252273353934288,0.2824828127026558,0.016006950391456484,0.041149462126195434,7.179503360904021
n02259212,25,0.4533171981573105,0.15083899229764938,0.18630111008882522,0.5179908418655396,0.007148611582815647,0.028744407892227174,6.7857903133691835
n02264363,25,0.500930728316307,0.15824864357709884,0.13730568334460258,0.32258708447217943,0.00979986035497859,0.027870977073907854,6.544441205045419
n02268443,25,0.46186853289604185,0.17399974033236504,0.1795833095908165,0.45298155725002287,0.009344669170677661,0.031231605857610704,7.036062449482144
n02268853,25,0.43093198895454404,0.1531696382164955,0.19672153905034065,0.5233777683973312,0.010103544658049942,0.026179100014269353,6.902953620562069
n02276258,25,0.41554692983627317,0.24057831525802612,0.22134854435920714,0.40582242488861087,0.022984297834336757,0.04590335316956043,7.410517189232539
n02277742,25,0.45946940541267395,0.18713359475135805,0.23022870779037474,0.569129592180252,0.013163449484854936,0.04283461824059486,7.358649741057543
n02279972,25,0.44310163259506224,0.20498501092195512,0.24424944579601288,0.4371834626793861,0.03134402083232999,0.059717975184321405,7.406178005976842
n02280649,25,0.43577009677886963,0.2257572615146637,0.19306404680013656,0.4593444532155991,0.014849688615649939,0.03854701109230518,7.3233317187906675
n02281406,25,0.49043099164962767,0.188778834939003,0.32507961452007295,0.5759451806545257,0.008968371166847646,0.03382949940860271,7.255183228317824
n02281787,25,0.4440276122093201,0.18533759832382202,0.19210334330797196,0.4328660923242569,0.009768759366124868,0.03133442647755146,7.191701466088299
n02317335,25,0.42582055926322937,0.19870368748903275,0.20470928952097892,0.3743364241719246,0.03004084818996489,0.05929538726806641,7.2820772705665675
n02319095,25,0.40613781809806826,0.1837497290968895,0.17288632899522782,0.3740307629108429,0.03186952490825206,0.05543871700763702,7.229015763744614
n02321529,25,0.46510570764541626,0.19569651633501053,0.19055451035499574,0.37257172584533693,0.016420810553245246,0.048704009354114536,7.388705806737248
n02325366,25,0.4734748578071594,0.16947345465421676,0.1447301623225212,0.3478586545586586,0.014576026820577681,0.04937138132750988,7.2314790002738265
n02326432,25,0.46747596859931945,0.1577002727985382,0.149809590280056,0.3581607812643051,0.015257807541638612,0.04605537548661232,7.1556118911348365
n02328150,25,0.45278188824653626,0.2178262883424759,0.12231515258550645,0.27208697497844697,0.009863563200924545,0.0288208269700408,7.401006942391032
n02342885,25,0.5077643895149231,0.2207491284608841,0.25581183955073356,0.4050674903392792,0.0044197727320715785,0.02595724545419216,7.485067239179741
n02346627,25,0.41258492290973664,0.20654766142368317,0.11657319322228432,0.2686387729644775,0.02757311727851629,0.0585035989433527,7.413183576100363
n02356798,25,0.4335142415761948,0.18305526852607726,0.12525601357221602,0.3000582927465439,0.015655443435534835,0.04579873941838741,7.169415374758866
n02361337,25,0.4638232684135437,0.20697875320911407,0.13112135857343674,0.27859325110912325,0.022448090869002044,0.05895369939506054,7.496656132218548
n02363005,25,0.4188008975982666,0.1988142743706703,0.13090594589710236,0.3100645339488983,0.024323272705078124,0.054558145701885226,7.423475466692631
n02364673,25,0.4699245196580887,0.2167960923910141,0.19756360590457916,0.36055905669927596,0.007652182171586901,0.031054267063736915,7.343299285198088
n02389026,25,0.4571509790420532,0.2244891756772995,0.2157897847890854,0.4516241878271103,0.016301682479679586,0.046837227568030354,7.4874626141750955
n02391049,25,0.43814623475074765,0.2374527907371521,0.12292247086763382,0.24943160742754117,0.047958087511360645,0.07706420123577118,7.466836706875755
n02395406,25,0.4216208916902542,0.2176409924030304,0.14689892321825027,0.3436716914176941,0.01897093318402767,0.05077953927218914,7.472892376946462
n02396427,25,0.48745455503463747,0.21259668290615083,0.09966780304908752,0.20226695865392685,0.01524182722903788,0.04751105301082134,7.397161070313848
n02397096,25,0.43738597095012666,0.1788220924139023,0.10887654811143875,0.2964579650759697,0.018038313006982207,0.049867539256811144,7.25739979419045
n02398521,25,0.461463942527771,0.20374636381864547,0.12678962409496308,0.23988895803689958,0.012516282815486193,0.041156992129981515,7.445628266378708
n02403003,25,0.45891971707344054,0.20440111428499222,0.1548750641942024,0.3040954276919365,0.017308112680912018,0.04979278825223446,7.385484320700942
n02408429,25,0.44742884397506716,0.18845455527305602,0.11575566023588181,0.24795589566230775,0.016905072033405303,0.04574161726981402,7.20431168586042
n02410509,25,0.37632839918136596,0.20568141490221023,0.11646541923284531,0.26418175220489504,0.0175163309276104,0.040891622081398966,7.2925879684136286
n02412080,25,0.4825010395050049,0.2080811530351639,0.1204059761762619,0.281706215441227,0.01467657171189785,0.05059025503695011,7.513525219460353
n02415577,25,0.4538434988260269,0.19803723335266113,0.13814888283610344,0.3186146464943886,0.016273949053138493,0.04956371478736401,7.280826074971355
n02417914,25,0.47027704954147337,0.1967132619023323,0.10606090977787971,0.2370786902308464,0.015852345246821643,0.046682782098650934,7.169336458603287
n02422106,25,0.5571970069408416,0.15088505893945695,0.13609579473733902,0.27937038779258727,0.008579639792442322,0.04050082508474588,6.889718119850848
n02422699,25,0.487475368976593,0.16414916634559631,0.14635361914202805,0.32001856438737375,0.019145757723599673,0.0535587102919817,7.18008329561237
n02423022,25,0.4633395707607269,0.18005782693624497,0.12620088548690547,0.30908921532643036,0.014594975262880325,0.047235865965485575,7.186605455533496
n02437312,25,0.4770566475391388,0.2099523538351059,0.1468259483575821,0.3017865383625031,0.019461146164685486,0.05125675067305565,7.39366361625016
n02437616,25,0.4646723175048828,0.22442913800477982,0.1275654822587967,0.2638442987203598,0.011956812106072903,0.04254928462207317,7.4001885049396945
n02441942,25,0.47423983335494996,0.19703759849071503,0.12322118774056434,0.2818479487299919,0.01599948447663337,0.047945139296352864,7.425307164855208
n02442845,25,0.44645861446857454,0.22264633238315581,0.10637448832392693,0.231279479265213,0.025214508408680558,0.05387440219521523,7.418472269248665
n02443114,25,0.451632159948349,0.21367034018039704,0.1285755980014801,0.2934442114830017,0.008002066735643893,0.030604870654642582,7.311748665639648
n02443484,25,0.46391974568367006,0.23254833042621612,0.13516318812966346,0.25801617801189425,0.011111422330141068,0.038394729420542714,7.443887427593074
n02444819,25,0.4201013070344925,0.20091382712125777,0.12632018432021141,0.2904207953810692,0.015459962049499154,0.04525109812617302,7.36867314427775
n02445715,25,0.3708835196495056,0.2273077017068863,0.12111528724431991,0.30035619109869005,0.015253844494000078,0.04039917603135109,7.415913957805897
n02447366,25,0.440740168094635,0.20562315344810486,0.11292804792523384,0.25833783447742464,0.01693916808348149,0.052068111598491666,7.435626653645069
n02454379,25,0.4166281843185425,0.17646903961896895,0.11880016162991523,0.29817147642374037,0.02575106592848897,0.06074653722345829,7.317761406428604
n02457408,25,0.3982256644964218,0.20716327726840972,0.17387689918279647,0.37251356661319734,0.022571503887884318,0.04995772022753954,7.349641850306959
n02480495,25,0.39482840538024905,0.2032276639342308,0.1611469030380249,0.38448758006095884,0.019141937028616666,0.04976569525897503,7.469656275021761
n02480855,25,0.36991968512535095,0.21447136610746384,0.1194234025478363,0.24717000842094422,0.018506823014467953,0.041582355350255965,7.362972927718606
n02481823,25,0.4061171901226044,0.24171952188014983,0.11548579219728708,0.23690338522195817,0.015232184939086436,0.04230087608098984,7.328322623083209
n02483362,25,0.4441478687524796,0.21855653584003448,0.12734791845083238,0.2838424277305603,0.01147636302281171,0.03780142933130264,7.46524465104872
n02483708,25,0.362723331451416,0.22826386332511903,0.10273603282868862,0.2594328498840332,0.012987493695691228,0.03671746350824833,7.344013384675426
n02484975,25,0.3674444180727005,0.20989449173212052,0.12845131158828735,0.34161536872386933,0.01945013666525483,0.04231782600283623,7.376285020652863
n02486261,25,0.4464604723453522,0.18843597322702407,0.16302366882562638,0.3721592605113983,0.009580754674971104,0.0396428744494915,7.407060364784891
n02486410,25,0.4769231355190277,0.17823941349983216,0.1176061600446701,0.28050792336463926,0.010069494964554906,0.040194053575396536,7.252530626232447
n02487347,25,0.4195269513130188,0.21091103971004485,0.1129846303164959,0.31198208838701247,0.011754107857123018,0.03913975976407528,7.454903067147982
n02488291,25,0.4313185518980026,0.19398030400276184,0.11755521088838577,0.306819326877594,0.0065385023131966594,0.031169527620077134,7.349159499792051
n02488702,25,0.3904533749818802,0.24579865634441375,0.10379476204514504,0.25595238178968427,0.014993788236752152,0.04155599419027567,7.420537063695153
n02489166,25,0.442521887421608,0.2157692664861679,0.176511969268322,0.38861137092113496,0.019465275704860688,0.05275720469653607,7.512889419867321
n02490219,25,0.42584606885910037,0.21590024888515472,0.13706866044551133,0.3485546992346644,0.01143258085474372,0.03825824193656444,7.365616734610828
n02492035,25,0.3839143615961075,0.21684605836868287,0.13860958725214004,0.32337979207746687,0.021684041675180198,0.04877646435052156,7.3837100439032755
n02492660,25,0.4028528332710266,0.24495474219322205,0.15551406085491182,0.33723386347293854,0.027925923336297273,0.054943720921874044,7.4354978395198135
n02493509,25,0.39186453461647036,0.21276131987571717,0.17688639104366302,0.4186749792098999,0.020855933018028735,0.0437936307489872,7.3938011330050974
n02493793,25,0.40610886216163633,0.223552924990654,0.1551130562275648,0.33424025762826204,0.017659141020849346,0.04443274550139904,7.292775114384667
n02494079,25,0.4380149120092392,0.21544120609760284,0.1524757120013237,0.3470334255695343,0.011571914423257113,0.039666147008538245,7.413168571509971
n02497673,25,0.43821690559387205,0.20626031637191772,0.12550390303134917,0.2954047879576683,0.01849950768519193,0.05092787183821201,7.416461174541383
n02500267,25,0.4193626171350479,0.24615542650222777,0.11129385232925415,0.24254833221435546,0.023787413043901324,0.05302661783993244,7.4160626026298795
n02504013,25,0.45861223101615906,0.21961957454681397,0.12874201342463493,0.285856152176857,0.015276326516177505,0.048929649144411086,7.555213262741546
n02504458,25,0.42636295676231384,0.21504094421863557,0.10909738466143608,0.256130743175745,0.01719100560992956,0.04530994690954685,7.344552220706726
n02509815,25,0.3849455577135086,0.21900844633579253,0.16195356845855713,0.33315476596355437,0.01927955910563469,0.04516017995774746,7.473336857016428
n02510455,25,0.3668000900745392,0.2364949530363083,0.12107248172163963,0.2919146418571472,0.01557243462651968,0.039400258362293245,7.30891393854102
n02514041,25,0.43872480630874633,0.23029883801937104,0.1626640275120735,0.31692606806755064,0.012622893955558538,0.03845633812248707,7.439833329884811
n02526121,25,0.3719893008470535,0.18036841690540314,0.16078802347183227,0.3930089634656906,0.026805679211393,0.045186269357800485,7.149193071195896
n02536864,25,0.4298132461309433,0.2304375597834587,0.13750113852322102,0.25962880820035933,0.013734787898138166,0.03906803481280804,7.4477964832953685
n02606052,25,0.3539651381969452,0.21300400763750077,0.3097457191348076,0.5867758202552795,0.012455646744929254,0.03436084751039743,7.0918576192056015
n02607072,25,0.38267487823963164,0.195087773501873,0.2725632792711258,0.49497529089450837,0.02010911498218775,0.04356085952371359,7.3110177746200895
n02640242,25,0.4196134349703789,0.20960863664746285,0.14952824041247367,0.29191208839416505,0.011950074029155076,0.03514566145837307,7.336292195464673
n02641379,25,0.43941246390342714,0.1825918847322464,0.15043134167790412,0.3459249806404114,0.01376667178235948,0.037771171666681765,7.0639679169858836
n02643566,25,0.3427689903974533,0.22519587278366088,0.21401006162166594,0.4450103908777237,0.05892493776977062,0.06997681945562363,7.3417165757552185
n02655020,25,0.43704732179641725,0.19395524770021438,0.16925219669938088,0.349609876871109,0.01567220637574792,0.041119137220084666,7.307200073750697
n02666196,25,0.4557629710435867,0.22919538944959642,0.14473503917455674,0.2873790094256401,0.01609079010784626,0.04305005855858326,6.974343817357837
n02667093,25,0.3571851563453674,0.2694257463514805,0.1165313859283924,0.2563907831907272,0.01663072917610407,0.029218782894313334,6.543298060993415
n02669723,25,0.35420416176319125,0.24661532342433928,0.17434166938066484,0.327683045566082,0.02834629490971565,0.04836818277835846,7.334371146380435
n02672831,25,0.29733690977096555,0.2335195654630661,0.0918716618232429,0.19268785834312438,0.05065148400142789,0.04716755345463753,6.6707222708138625
n02676566,25,0.331174353659153,0.21837275207042695,0.2406322506070137,0.48240953087806704,0.0260559568554163,0.03608400262892246,7.001682885940835
