model,method,wnid,name,image_pos,image_idx,corruption,family,severity,prob_clean,prob_corr,prob_drop,correct_clean,correct_corr,xai_iou,xai_corr,centroid_shift,entropy_clean,entropy_corr,entropy_delta,family_model,clean_brightness,corr_brightness,delta_brightness,abs_delta_brightness,clean_contrast,corr_contrast,delta_contrast,abs_delta_contrast,clean_hf_energy,corr_hf_energy,delta_hf_energy,abs_delta_hf_energy,clean_edge_strength,corr_edge_strength,delta_edge_strength,abs_delta_edge_strength,clean_edge_density,corr_edge_density,delta_edge_density,abs_delta_edge_density,clean_entropy,corr_entropy,delta_entropy,abs_delta_entropy,clean_saturation,corr_saturation,delta_saturation,abs_delta_saturation,clean_colorfulness,corr_colorfulness,delta_colorfulness,abs_delta_colorfulness
resnet101,cam,n03899768,patio,0,1538,gaussian_noise,noise,5,0.0064132334664464,0.001017634873278439,0.005395598593167961,0,0,0.6312068264932954,0.8911976723648611,7.855848668767221,4.373328451526808,4.3140160297013885,-0.05931242182541929,CNN,0.44739967584609985,0.457754522562027,0.010354846715927124,0.010354846715927124,0.26076066493988037,0.2754664421081543,0.014705777168273926,0.014705777168273926,0.026732034981250763,0.13716118037700653,0.11042914539575577,0.11042914539575577,0.05763908848166466,0.1825702041387558,0.12493111565709114,0.12493111565709114,0.05763908848166466,0.1825702041387558,0.12493111565709114,0.12493111565709114,5.445182990002064,5.970186923205624,0.5250039332035596,0.5250039332035596,0.29201626777648926,0.7259794473648071,0.43396317958831787,0.43396317958831787,0.16356031596660614,0.5482621192932129,0.38470180332660675,0.38470180332660675
resnet101,ig,n03899768,patio,0,1538,gaussian_noise,noise,5,0.0064132334664464,0.001017634873278439,0.005395598593167961,0,0,0.15942698706099814,0.09741615653659531,19.718792000940972,1.691820533051706,1.4958642822692045,-0.19595625078250145,CNN,0.44739967584609985,0.457754522562027,0.010354846715927124,0.010354846715927124,0.26076066493988037,0.2754664421081543,0.014705777168273926,0.014705777168273926,0.026732034981250763,0.13716118037700653,0.11042914539575577,0.11042914539575577,0.05763908848166466,0.1825702041387558,0.12493111565709114,0.12493111565709114,0.05763908848166466,0.1825702041387558,0.12493111565709114,0.12493111565709114,5.445182990002064,5.970186923205624,0.5250039332035596,0.5250039332035596,0.29201626777648926,0.7259794473648071,0.43396317958831787,0.43396317958831787,0.16356031596660614,0.5482621192932129,0.38470180332660675,0.38470180332660675
resnet101,cam,n03899768,patio,0,1538,shot_noise,noise,1,0.0064132334664464,0.0016571999294683337,0.004756033536978066,0,0,0.7000084695519607,0.9469601194423392,6.424867101760567,4.373328451526808,4.400047522470322,0.02671907094351411,CNN,0.44739967584609985,0.4440228343009949,-0.0033768415451049805,0.0033768415451049805,0.26076066493988037,0.26385757327079773,0.0030969083309173584,0.0030969083309173584,0.026732034981250763,0.036794986575841904,0.01006295159459114,0.01006295159459114,0.05763908848166466,0.08276227861642838,0.025123190134763718,0.025123190134763718,0.05763908848166466,0.08276227861642838,0.025123190134763718,0.025123190134763718,5.445182990002064,5.745353984269891,0.3001709942678268,0.3001709942678268,0.29201626777648926,0.39733874797821045,0.10532248020172119,0.10532248020172119,0.16356031596660614,0.22376497089862823,0.060204654932022095,0.060204654932022095
resnet101,ig,n03899768,patio,0,1538,shot_noise,noise,1,0.0064132334664464,0.0016571999294683337,0.004756033536978066,0,0,0.31991845860459,0.42028238315485744,13.878023825194768,1.691820533051706,1.6401072073791465,-0.051713325672559485,CNN,0.44739967584609985,0.4440228343009949,-0.0033768415451049805,0.0033768415451049805,0.26076066493988037,0.26385757327079773,0.0030969083309173584,0.0030969083309173584,0.026732034981250763,0.036794986575841904,0.01006295159459114,0.01006295159459114,0.05763908848166466,0.08276227861642838,0.025123190134763718,0.025123190134763718,0.05763908848166466,0.08276227861642838,0.025123190134763718,0.025123190134763718,5.445182990002064,5.745353984269891,0.3001709942678268,0.3001709942678268,0.29201626777648926,0.39733874797821045,0.10532248020172119,0.10532248020172119,0.16356031596660614,0.22376497089862823,0.060204654932022095,0.060204654932022095
resnet101,cam,n03899768,patio,0,1538,shot_noise,noise,2,0.0064132334664464,0.0020174740348011255,0.004395759431645274,0,0,0.5168140255422051,0.8285318942891143,12.491729534133821,4.373328451526808,4.260997697065133,-0.11233075446167451,CNN,0.44739967584609985,0.44053396582603455,-0.006865710020065308,0.006865710020065308,0.26076066493988037,0.26690948009490967,0.006148815155029297,0.006148815155029297,0.026732034981250763,0.049888476729393005,0.023156441748142242,0.023156441748142242,0.05763908848166466,0.1004679799079895,0.042828891426324844,0.042828891426324844,0.05763908848166466,0.1004679799079895,0.042828891426324844,0.042828891426324844,5.445182990002064,5.831568436342451,0.38638544634038663,0.38638544634038663,0.29201626777648926,0.48010364174842834,0.1880873739719391,0.1880873739719391,0.16356031596660614,0.27920597791671753,0.11564566195011139,0.11564566195011139
resnet101,ig,n03899768,patio,0,1538,shot_noise,noise,2,0.0064132334664464,0.0020174740348011255,0.004395759431645274,0,0,0.22929936305732485,0.2644257773642392,15.572521800678366,1.691820533051706,2.0676145150477336,0.37579398199602765,CNN,0.44739967584609985,0.44053396582603455,-0.006865710020065308,0.006865710020065308,0.26076066493988037,0.26690948009490967,0.006148815155029297,0.006148815155029297,0.026732034981250763,0.049888476729393005,0.023156441748142242,0.023156441748142242,0.05763908848166466,0.1004679799079895,0.042828891426324844,0.042828891426324844,0.05763908848166466,0.1004679799079895,0.042828891426324844,0.042828891426324844,5.445182990002064,5.831568436342451,0.38638544634038663,0.38638544634038663,0.29201626777648926,0.48010364174842834,0.1880873739719391,0.1880873739719391,0.16356031596660614,0.27920597791671753,0.11564566195011139,0.11564566195011139
resnet101,cam,n03899768,patio,0,1538,shot_noise,noise,3,0.0064132334664464,0.0015707418788224459,0.004842491587623954,0,0,0.5166994106090373,0.8303380415457281,13.823411676678704,4.373328451526808,4.18720134449402,-0.1861271070327879,CNN,0.44739967584609985,0.43401095271110535,-0.013388723134994507,0.013388723134994507,0.26076066493988037,0.2701956331729889,0.00943496823310852,0.00943496823310852,0.026732034981250763,0.07074286788702011,0.04401083290576935,0.04401083290576935,0.05763908848166466,0.1214374452829361,0.06379835680127144,0.06379835680127144,0.05763908848166466,0.1214374452829361,0.06379835680127144,0.06379835680127144,5.445182990002064,5.889065743343899,0.4438827533418346,0.4438827533418346,0.29201626777648926,0.5747112035751343,0.282694935798645,0.282694935798645,0.16356031596660614,0.3531692326068878,0.18960891664028168,0.18960891664028168
resnet101,ig,n03899768,patio,0,1538,shot_noise,noise,3,0.0064132334664464,0.0015707418788224459,0.004842491587623954,0,0,0.169220015145337,0.13395396127959389,19.569088897305903,1.691820533051706,1.631078108040336,-0.06074242501136995,CNN,0.44739967584609985,0.43401095271110535,-0.013388723134994507,0.013388723134994507,0.26076066493988037,0.2701956331729889,0.00943496823310852,0.00943496823310852,0.026732034981250763,0.07074286788702011,0.04401083290576935,0.04401083290576935,0.05763908848166466,0.1214374452829361,0.06379835680127144,0.06379835680127144,0.05763908848166466,0.1214374452829361,0.06379835680127144,0.06379835680127144,5.445182990002064,5.889065743343899,0.4438827533418346,0.4438827533418346,0.29201626777648926,0.5747112035751343,0.282694935798645,0.282694935798645,0.16356031596660614,0.3531692326068878,0.18960891664028168,0.18960891664028168
resnet101,cam,n03899768,patio,0,1538,shot_noise,noise,4,0.0064132334664464,0.0007288624765351415,0.005684370989911258,0,0,0.5406816088424931,0.8573243477520456,3.190459096806731,4.373328451526808,4.080453300136009,-0.292875151390799,CNN,0.44739967584609985,0.4188021421432495,-0.028597533702850342,0.028597533702850342,0.26076066493988037,0.2795368432998657,0.01877617835998535,0.01877617835998535,0.026732034981250763,0.12204840779304504,0.09531637281179428,0.09531637281179428,0.05763908848166466,0.1592363864183426,0.10159729793667793,0.10159729793667793,0.05763908848166466,0.1592363864183426,0.10159729793667793,0.10159729793667793,5.445182990002064,5.75007447980925,0.3048914898071855,0.3048914898071855,0.29201626777648926,0.6804419755935669,0.38842570781707764,0.38842570781707764,0.16356031596660614,0.47970888018608093,0.3161485642194748,0.3161485642194748
resnet101,ig,n03899768,patio,0,1538,shot_noise,noise,4,0.0064132334664464,0.0007288624765351415,0.005684370989911258,0,0,0.15316557508904977,0.1036108124783817,11.268974509403597,1.691820533051706,1.9329086148293673,0.24108808177766128,CNN,0.44739967584609985,0.4188021421432495,-0.028597533702850342,0.028597533702850342,0.26076066493988037,0.2795368432998657,0.01877617835998535,0.01877617835998535,0.026732034981250763,0.12204840779304504,0.09531637281179428,0.09531637281179428,0.05763908848166466,0.1592363864183426,0.10159729793667793,0.10159729793667793,0.05763908848166466,0.1592363864183426,0.10159729793667793,0.10159729793667793,5.445182990002064,5.75007447980925,0.3048914898071855,0.3048914898071855,0.29201626777648926,0.6804419755935669,0.38842570781707764,0.38842570781707764,0.16356031596660614,0.47970888018608093,0.3161485642194748,0.3161485642194748
resnet101,cam,n03899768,patio,0,1538,shot_noise,noise,5,0.0064132334664464,0.0012809752952307463,0.005132258171215653,0,0,0.5762286073166902,0.8364583287373175,8.232767309323442,4.373328451526808,4.0662467311656805,-0.30708172036112735,CNN,0.44739967584609985,0.4027741849422455,-0.04462549090385437,0.04462549090385437,0.26076066493988037,0.2902262508869171,0.029465585947036743,0.029465585947036743,0.026732034981250763,0.17477120459079742,0.14803916960954666,0.14803916960954666,0.05763908848166466,0.1885807067155838,0.13094161823391914,0.13094161823391914,0.05763908848166466,0.1885807067155838,0.13094161823391914,0.13094161823391914,5.445182990002064,5.179032707944009,-0.2661502820580557,0.2661502820580557,0.29201626777648926,0.7028356790542603,0.410819411277771,0.410819411277771,0.16356031596660614,0.5774703025817871,0.41390998661518097,0.41390998661518097
resnet101,ig,n03899768,patio,0,1538,shot_noise,noise,5,0.0064132334664464,0.0012809752952307463,0.005132258171215653,0,0,0.14396443633876668,0.07839026996972424,9.404159800094186,1.691820533051706,1.9801568766756819,0.28833634362397587,CNN,0.44739967584609985,0.4027741849422455,-0.04462549090385437,0.04462549090385437,0.26076066493988037,0.2902262508869171,0.029465585947036743,0.029465585947036743,0.026732034981250763,0.17477120459079742,0.14803916960954666,0.14803916960954666,0.05763908848166466,0.1885807067155838,0.13094161823391914,0.13094161823391914,0.05763908848166466,0.1885807067155838,0.13094161823391914,0.13094161823391914,5.445182990002064,5.179032707944009,-0.2661502820580557,0.2661502820580557,0.29201626777648926,0.7028356790542603,0.410819411277771,0.410819411277771,0.16356031596660614,0.5774703025817871,0.41390998661518097,0.41390998661518097
resnet101,cam,n03899768,patio,0,1538,impulse_noise,noise,1,0.0064132334664464,0.0033244385849684477,0.003088794881477952,0,0,0.5057764441110277,0.8190715081932228,9.274751423144393,4.373328451526808,4.35616444528961,-0.017164006237197604,CNN,0.44739967584609985,0.44928279519081116,0.0018831193447113037,0.0018831193447113037,0.26076066493988037,0.2612663507461548,0.0005056858062744141,0.0005056858062744141,0.026732034981250763,0.04083928093314171,0.014107245951890945,0.014107245951890945,0.05763908848166466,0.07671990245580673,0.019080813974142075,0.019080813974142075,0.05763908848166466,0.07671990245580673,0.019080813974142075,0.019080813974142075,5.445182990002064,5.526164787523077,0.08098179752101231,0.08098179752101231,0.29201626777648926,0.3379687964916229,0.04595252871513367,0.04595252871513367,0.16356031596660614,0.24746733903884888,0.08390702307224274,0.08390702307224274
resnet101,ig,n03899768,patio,0,1538,impulse_noise,noise,1,0.0064132334664464,0.0033244385849684477,0.003088794881477952,0,0,0.22944995712360652,0.25791075284823833,13.831387375929893,1.691820533051706,1.5703216582216402,-0.12149887483006583,CNN,0.44739967584609985,0.44928279519081116,0.0018831193447113037,0.0018831193447113037,0.26076066493988037,0.2612663507461548,0.0005056858062744141,0.0005056858062744141,0.026732034981250763,0.04083928093314171,0.014107245951890945,0.014107245951890945,0.05763908848166466,0.07671990245580673,0.019080813974142075,0.019080813974142075,0.05763908848166466,0.07671990245580673,0.019080813974142075,0.019080813974142075,5.445182990002064,5.526164787523077,0.08098179752101231,0.08098179752101231,0.29201626777648926,0.3379687964916229,0.04595252871513367,0.04595252871513367,0.16356031596660614,0.24746733903884888,0.08390702307224274,0.08390702307224274
resnet101,cam,n03899768,patio,0,1538,impulse_noise,noise,2,0.0064132334664464,0.001045140204951167,0.005368093261495233,0,0,0.5086057872980083,0.8359779169159086,14.080922142595458,4.373328451526808,4.334128998707403,-0.03919945281940507,CNN,0.44739967584609985,0.450399786233902,0.003000110387802124,0.003000110387802124,0.26076066493988037,0.2624136507511139,0.0016529858112335205,0.0016529858112335205,0.026732034981250763,0.05305521935224533,0.026323184370994568,0.026323184370994568,0.05763908848166466,0.0917636975646019,0.03412460908293724,0.03412460908293724,0.05763908848166466,0.0917636975646019,0.03412460908293724,0.03412460908293724,5.445182990002064,5.590184137269878,0.14500114726781366,0.14500114726781366,0.29201626777648926,0.3780052661895752,0.08598899841308594,0.08598899841308594,0.16356031596660614,0.3015492558479309,0.13798893988132477,0.13798893988132477
resnet101,ig,n03899768,patio,0,1538,impulse_noise,noise,2,0.0064132334664464,0.001045140204951167,0.005368093261495233,0,0,0.19369610466845077,0.18279550231632893,21.701702763173472,1.691820533051706,2.0006441197521148,0.30882358670040877,CNN,0.44739967584609985,0.450399786233902,0.003000110387802124,0.003000110387802124,0.26076066493988037,0.2624136507511139,0.0016529858112335205,0.0016529858112335205,0.026732034981250763,0.05305521935224533,0.026323184370994568,0.026323184370994568,0.05763908848166466,0.0917636975646019,0.03412460908293724,0.03412460908293724,0.05763908848166466,0.0917636975646019,0.03412460908293724,0.03412460908293724,5.445182990002064,5.590184137269878,0.14500114726781366,0.14500114726781366,0.29201626777648926,0.3780052661895752,0.08598899841308594,0.08598899841308594,0.16356031596660614,0.3015492558479309,0.13798893988132477,0.13798893988132477
resnet101,cam,n03899768,patio,0,1538,impulse_noise,noise,3,0.0064132334664464,0.0009341234108433127,0.005479110055603087,0,0,0.5877234614776143,0.8778130509973869,9.545226966495973,4.373328451526808,4.254994266993454,-0.11833418453335387,CNN,0.44739967584609985,0.4516805112361908,0.004280835390090942,0.004280835390090942,0.26076066493988037,0.2629423439502716,0.0021816790103912354,0.0021816790103912354,0.026732034981250763,0.0655902624130249,0.03885822743177414,0.03885822743177414,0.05763908848166466,0.10620822757482529,0.04856913909316063,0.04856913909316063,0.05763908848166466,0.10620822757482529,0.04856913909316063,0.04856913909316063,5.445182990002064,5.63772573722288,0.19254274722081544,0.19254274722081544,0.29201626777648926,0.4193583130836487,0.12734204530715942,0.12734204530715942,0.16356031596660614,0.35083043575286865,0.1872701197862625,0.1872701197862625
resnet101,ig,n03899768,patio,0,1538,impulse_noise,noise,3,0.0064132334664464,0.0009341234108433127,0.005479110055603087,0,0,0.19490415525657817,0.1792579924463478,11.434971395782169,1.691820533051706,1.3417214247919134,-0.3500991082597926,CNN,0.44739967584609985,0.4516805112361908,0.004280835390090942,0.004280835390090942,0.26076066493988037,0.2629423439502716,0.0021816790103912354,0.0021816790103912354,0.026732034981250763,0.0655902624130249,0.03885822743177414,0.03885822743177414,0.05763908848166466,0.10620822757482529,0.04856913909316063,0.04856913909316063,0.05763908848166466,0.10620822757482529,0.04856913909316063,0.04856913909316063,5.445182990002064,5.63772573722288,0.19254274722081544,0.19254274722081544,0.29201626777648926,0.4193583130836487,0.12734204530715942,0.12734204530715942,0.16356031596660614,0.35083043575286865,0.1872701197862625,0.1872701197862625
resnet101,cam,n03899768,patio,0,1538,impulse_noise,noise,4,0.0064132334664464,0.0007613125490024686,0.005651920917443931,0,0,0.6402713083272044,0.8761349608726131,10.22518035978859,4.373328451526808,4.13499569662566,-0.23833275490114758,CNN,0.44739967584609985,0.4574722647666931,0.010072588920593262,0.010072588920593262,0.26076066493988037,0.2655736804008484,0.004813015460968018,0.004813015460968018,0.026732034981250763,0.09962812811136246,0.0728960931301117,0.0728960931301117,0.05763908848166466,0.14173048734664917,0.08409139886498451,0.08409139886498451,0.05763908848166466,0.14173048734664917,0.08409139886498451,0.08409139886498451,5.445182990002064,5.748836108029504,0.30365311802744,0.30365311802744,0.29201626777648926,0.5175017714500427,0.22548550367355347,0.22548550367355347,0.16356031596660614,0.459808349609375,0.29624803364276886,0.29624803364276886
resnet101,ig,n03899768,patio,0,1538,impulse_noise,noise,4,0.0064132334664464,0.0007613125490024686,0.005651920917443931,0,0,0.20675765045391692,0.20632752595430714,9.928587912526725,1.691820533051706,1.3854638062461266,-0.30635672680557935,CNN,0.44739967584609985,0.4574722647666931,0.010072588920593262,0.010072588920593262,0.26076066493988037,0.2655736804008484,0.004813015460968018,0.004813015460968018,0.026732034981250763,0.09962812811136246,0.0728960931301117,0.0728960931301117,0.05763908848166466,0.14173048734664917,0.08409139886498451,0.08409139886498451,0.05763908848166466,0.14173048734664917,0.08409139886498451,0.08409139886498451,5.445182990002064,5.748836108029504,0.30365311802744,0.30365311802744,0.29201626777648926,0.5175017714500427,0.22548550367355347,0.22548550367355347,0.16356031596660614,0.459808349609375,0.29624803364276886,0.29624803364276886
resnet101,cam,n03899768,patio,0,1538,impulse_noise,noise,5,0.0064132334664464,0.0006917057326063514,0.005721527733840048,0,0,0.6284277137757586,0.8760555560059631,7.315751143310602,4.373328451526808,4.140623519746725,-0.23270493178008245,CNN,0.44739967584609985,0.461666077375412,0.014266401529312134,0.014266401529312134,0.26076066493988037,0.2697235643863678,0.008962899446487427,0.008962899446487427,0.026732034981250763,0.13589400053024292,0.10916196554899216,0.10916196554899216,0.05763908848166466,0.1743944138288498,0.11675532534718513,0.11675532534718513,0.05763908848166466,0.1743944138288498,0.11675532534718513,0.11675532534718513,5.445182990002064,5.834190296906167,0.38900730690410246,0.38900730690410246,0.29201626777648926,0.6179393529891968,0.3259230852127075,0.3259230852127075,0.16356031596660614,0.5561373233795166,0.39257700741291046,0.39257700741291046
resnet101,ig,n03899768,patio,0,1538,impulse_noise,noise,5,0.0064132334664464,0.0006917057326063514,0.005721527733840048,0,0,0.1750380517503805,0.13796338697766414,11.499314449705022,1.691820533051706,1.4963239393199377,-0.1954965937317683,CNN,0.44739967584609985,0.461666077375412,0.014266401529312134,0.014266401529312134,0.26076066493988037,0.2697235643863678,0.008962899446487427,0.008962899446487427,0.026732034981250763,0.13589400053024292,0.10916196554899216,0.10916196554899216,0.05763908848166466,0.1743944138288498,0.11675532534718513,0.11675532534718513,0.05763908848166466,0.1743944138288498,0.11675532534718513,0.11675532534718513,5.445182990002064,5.834190296906167,0.38900730690410246,0.38900730690410246,0.29201626777648926,0.6179393529891968,0.3259230852127075,0.3259230852127075,0.16356031596660614,0.5561373233795166,0.39257700741291046,0.39257700741291046
resnet101,cam,n03899768,patio,0,1538,defocus_blur,blur,1,0.0064132334664464,0.0004951832816004753,0.005918050184845924,0,0,0.8332267787012513,0.9311599733178203,4.914653669342112,4.373328451526808,4.4626541602330345,0.08932570870622669,CNN,0.44739967584609985,0.4453473687171936,-0.00205230712890625,0.00205230712890625,0.26076066493988037,0.23779213428497314,-0.022968530654907227,0.022968530654907227,0.026732034981250763,0.0021901624277234077,-0.024541872553527355,0.024541872553527355,0.05763908848166466,0.026636209338903427,-0.03100287914276123,0.03100287914276123,0.05763908848166466,0.026636209338903427,-0.03100287914276123,0.03100287914276123,5.445182990002064,5.373676669831198,-0.07150632017086611,0.07150632017086611,0.29201626777648926,0.2810781002044678,-0.010938167572021484,0.010938167572021484,0.16356031596660614,0.1551104187965393,-0.008449897170066833,0.008449897170066833
resnet101,ig,n03899768,patio,0,1538,defocus_blur,blur,1,0.0064132334664464,0.0004951832816004753,0.005918050184845924,0,0,0.23687453783583928,0.2832219147242077,25.294939979225965,1.691820533051706,1.4976364803884628,-0.19418405266324323,CNN,0.44739967584609985,0.4453473687171936,-0.00205230712890625,0.00205230712890625,0.26076066493988037,0.23779213428497314,-0.022968530654907227,0.022968530654907227,0.026732034981250763,0.0021901624277234077,-0.024541872553527355,0.024541872553527355,0.05763908848166466,0.026636209338903427,-0.03100287914276123,0.03100287914276123,0.05763908848166466,0.026636209338903427,-0.03100287914276123,0.03100287914276123,5.445182990002064,5.373676669831198,-0.07150632017086611,0.07150632017086611,0.29201626777648926,0.2810781002044678,-0.010938167572021484,0.010938167572021484,0.16356031596660614,0.1551104187965393,-0.008449897170066833,0.008449897170066833
resnet101,cam,n03899768,patio,0,1538,defocus_blur,blur,2,0.0064132334664464,0.00031689999741502106,0.006096333469031379,0,0,0.5525990099009901,0.799704738272531,10.230043909056821,4.373328451526808,4.358489523832999,-0.014838927693809012,CNN,0.44739967584609985,0.4454258382320404,-0.0019738376140594482,0.0019738376140594482,0.26076066493988037,0.23233285546302795,-0.028427809476852417,0.028427809476852417,0.026732034981250763,0.0012767506996169686,-0.025455284281633794,0.025455284281633794,0.05763908848166466,0.021590707823634148,-0.03604838065803051,0.03604838065803051,0.05763908848166466,0.021590707823634148,-0.03604838065803051,0.03604838065803051,5.445182990002064,5.369627295039834,-0.07555569496223047,0.07555569496223047,0.29201626777648926,0.27898702025413513,-0.013029247522354126,0.013029247522354126,0.16356031596660614,0.15309619903564453,-0.010464116930961609,0.010464116930961609
resnet101,ig,n03899768,patio,0,1538,defocus_blur,blur,2,0.0064132334664464,0.00031689999741502106,0.006096333469031379,0,0,0.20069390440868576,0.18197816595525196,31.687823385611857,1.691820533051706,1.4644666930006207,-0.22735384005108528,CNN,0.44739967584609985,0.4454258382320404,-0.0019738376140594482,0.0019738376140594482,0.26076066493988037,0.23233285546302795,-0.028427809476852417,0.028427809476852417,0.026732034981250763,0.0012767506996169686,-0.025455284281633794,0.025455284281633794,0.05763908848166466,0.021590707823634148,-0.03604838065803051,0.03604838065803051,0.05763908848166466,0.021590707823634148,-0.03604838065803051,0.03604838065803051,5.445182990002064,5.369627295039834,-0.07555569496223047,0.07555569496223047,0.29201626777648926,0.27898702025413513,-0.013029247522354126,0.013029247522354126,0.16356031596660614,0.15309619903564453,-0.010464116930961609,0.010464116930961609
resnet101,cam,n03899768,patio,0,1538,defocus_blur,blur,3,0.0064132334664464,0.00012745693675242364,0.006285776529693976,0,0,0.11846651064304023,0.3850438288763413,15.803013091154833,4.373328451526808,4.1851701604476315,-0.18815829107917637,CNN,0.44739967584609985,0.44543617963790894,-0.001963496208190918,0.001963496208190918,0.26076066493988037,0.22375312447547913,-0.037007540464401245,0.037007540464401245,0.026732034981250763,0.0011807397240772843,-0.02555129525717348,0.02555129525717348,0.05763908848166466,0.015551138669252396,-0.04208794981241226,0.04208794981241226,0.05763908848166466,0.015551138669252396,-0.04208794981241226,0.04208794981241226,5.445182990002064,5.330073271624424,-0.11510971837764039,0.11510971837764039,0.29201626777648926,0.2756770849227905,-0.01633918285369873,0.01633918285369873,0.16356031596660614,0.15000475943088531,-0.013555556535720825,0.013555556535720825
resnet101,ig,n03899768,patio,0,1538,defocus_blur,blur,3,0.0064132334664464,0.00012745693675242364,0.006285776529693976,0,0,0.16406657774169228,0.08254520865503101,45.22992450004663,1.691820533051706,0.5756751444235368,-1.1161453886281691,CNN,0.44739967584609985,0.44543617963790894,-0.001963496208190918,0.001963496208190918,0.26076066493988037,0.22375312447547913,-0.037007540464401245,0.037007540464401245,0.026732034981250763,0.0011807397240772843,-0.02555129525717348,0.02555129525717348,0.05763908848166466,0.015551138669252396,-0.04208794981241226,0.04208794981241226,0.05763908848166466,0.015551138669252396,-0.04208794981241226,0.04208794981241226,5.445182990002064,5.330073271624424,-0.11510971837764039,0.11510971837764039,0.29201626777648926,0.2756770849227905,-0.01633918285369873,0.01633918285369873,0.16356031596660614,0.15000475943088531,-0.013555556535720825,0.013555556535720825
resnet101,cam,n03899768,patio,0,1538,defocus_blur,blur,4,0.0064132334664464,0.00018891910440288484,0.006224314362043515,0,0,0.08485569127661874,0.3221720809115623,9.355288961626421,4.373328451526808,4.537360024297149,0.16403157277034097,CNN,0.44739967584609985,0.45124953985214233,0.0038498640060424805,0.0038498640060424805,0.26076066493988037,0.22023905813694,-0.04052160680294037,0.04052160680294037,0.026732034981250763,0.0011268712114542723,-0.02560516376979649,0.02560516376979649,0.05763908848166466,0.01286974735558033,-0.04476934112608433,0.04476934112608433,0.05763908848166466,0.01286974735558033,-0.04476934112608433,0.04476934112608433,5.445182990002064,5.3031312378271265,-0.14205175217493782,0.14205175217493782,0.29201626777648926,0.2728171944618225,-0.019199073314666748,0.019199073314666748,0.16356031596660614,0.1496914178133011,-0.013868898153305054,0.013868898153305054
resnet101,ig,n03899768,patio,0,1538,defocus_blur,blur,4,0.0064132334664464,0.00018891910440288484,0.006224314362043515,0,0,0.1446167883211679,0.06979792624319271,41.15037112056963,1.691820533051706,0.8328714505391904,-0.8589490825125156,CNN,0.44739967584609985,0.45124953985214233,0.0038498640060424805,0.0038498640060424805,0.26076066493988037,0.22023905813694,-0.04052160680294037,0.04052160680294037,0.026732034981250763,0.0011268712114542723,-0.02560516376979649,0.02560516376979649,0.05763908848166466,0.01286974735558033,-0.04476934112608433,0.04476934112608433,0.05763908848166466,0.01286974735558033,-0.04476934112608433,0.04476934112608433,5.445182990002064,5.3031312378271265,-0.14205175217493782,0.14205175217493782,0.29201626777648926,0.2728171944618225,-0.019199073314666748,0.019199073314666748,0.16356031596660614,0.1496914178133011,-0.013868898153305054,0.013868898153305054
resnet101,cam,n03899768,patio,0,1538,defocus_blur,blur,5,0.0064132334664464,0.0002442586701363325,0.006168974796310067,0,0,0.20815786307303574,0.4209661481858202,8.453856064104741,4.373328451526808,4.408423141492918,0.03509468996610998,CNN,0.44739967584609985,0.45026707649230957,0.002867400646209717,0.002867400646209717,0.26076066493988037,0.2138775885105133,-0.046883076429367065,0.046883076429367065,0.026732034981250763,0.001194444135762751,-0.025537590845488012,0.025537590845488012,0.05763908848166466,0.011081894859671593,-0.046557193621993065,0.046557193621993065,0.05763908848166466,0.011081894859671593,-0.046557193621993065,0.046557193621993065,5.445182990002064,5.262650328486175,-0.18253266151588932,0.18253266151588932,0.29201626777648926,0.2699926793575287,-0.02202358841896057,0.02202358841896057,0.16356031596660614,0.14732615649700165,-0.016234159469604492,0.016234159469604492
resnet101,ig,n03899768,patio,0,1538,defocus_blur,blur,5,0.0064132334664464,0.0002442586701363325,0.006168974796310067,0,0,0.13375508359692725,0.0661167216667665,41.40301445623767,1.691820533051706,0.7822824166390017,-0.9095381164127043,CNN,0.44739967584609985,0.45026707649230957,0.002867400646209717,0.002867400646209717,0.26076066493988037,0.2138775885105133,-0.046883076429367065,0.046883076429367065,0.026732034981250763,0.001194444135762751,-0.025537590845488012,0.025537590845488012,0.05763908848166466,0.011081894859671593,-0.046557193621993065,0.046557193621993065,0.05763908848166466,0.011081894859671593,-0.046557193621993065,0.046557193621993065,5.445182990002064,5.262650328486175,-0.18253266151588932,0.18253266151588932,0.29201626777648926,0.2699926793575287,-0.02202358841896057,0.02202358841896057,0.16356031596660614,0.14732615649700165,-0.016234159469604492,0.016234159469604492
resnet101,cam,n03899768,patio,0,1538,glass_blur,blur,1,0.0064132334664464,0.0011738990433514118,0.005239334423094988,0,0,0.5634834086306278,0.847607282692448,9.692085443778867,4.373328451526808,4.237105954833492,-0.13622249669331588,CNN,0.44739967584609985,0.44344040751457214,-0.00395926833152771,0.00395926833152771,0.26076066493988037,0.24078777432441711,-0.019972890615463257,0.019972890615463257,0.026732034981250763,0.005311528220772743,-0.02142050676047802,0.02142050676047802,0.05763908848166466,0.032220810651779175,-0.025418277829885483,0.025418277829885483,0.05763908848166466,0.032220810651779175,-0.025418277829885483,0.025418277829885483,5.445182990002064,5.381048012665867,-0.064134977336197,0.064134977336197,0.29201626777648926,0.28369140625,-0.008324861526489258,0.008324861526489258,0.16356031596660614,0.15610887110233307,-0.007451444864273071,0.007451444864273071
